result_id	target_id	evidence_class	study_id	artifact_type	path	dataset_commit	run_record	container_id	sif_annex_key	sif_sha256	input_ids	code_commit	config_path_and_hash	reproduce_task	validation_status	limitation
pilot-ds007116--accounting-metric-completeness-table	accounting-metric-completeness-table	pilot-only	ds007116	table	PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/tables/accounting-metric-completeness-table.tsv	PENDING	PENDING	PENDING:morphometrics-analysis-custom	PENDING	PENDING	input:ds007116:cohort-campaign-runtime-extraction-and-lineage-records:PENDING	PENDING	PLANNED:config/result-specifications/accounting-metric-completeness-table.yaml#sha256:PENDING	PLANNED:reproduce-ds007116-accounting	planned	ds007116 eligibility and input availability are not yet established; Schemas and producing campaigns do not yet exist
claim-abcd--accounting-metric-completeness-table	accounting-metric-completeness-table	claim-bearing	abcd	table	PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/tables/accounting-metric-completeness-table.tsv	PENDING	PENDING	PENDING:morphometrics-analysis-custom	PENDING	PENDING	input:abcd:cohort-campaign-runtime-extraction-and-lineage-records:PENDING	PENDING	PLANNED:config/result-specifications/accounting-metric-completeness-table.yaml#sha256:PENDING	PLANNED:reproduce-abcd-accounting	blocked-input-identity	ABCD release, query, cohort, and authorized retrieval are unresolved; Schemas and producing campaigns do not yet exist
pilot-ds007116--accounting-result-row-lineage-table	accounting-result-row-lineage-table	pilot-only	ds007116	table	PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/tables/accounting-result-row-lineage-table.tsv	PENDING	PENDING	PENDING:morphometrics-analysis-custom	PENDING	PENDING	input:ds007116:cohort-campaign-runtime-extraction-and-lineage-records:PENDING	PENDING	PLANNED:config/result-specifications/accounting-result-row-lineage-table.yaml#sha256:PENDING	PLANNED:reproduce-ds007116-accounting	planned	ds007116 eligibility and input availability are not yet established; Schemas and producing campaigns do not yet exist
claim-abcd--accounting-result-row-lineage-table	accounting-result-row-lineage-table	claim-bearing	abcd	table	PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/tables/accounting-result-row-lineage-table.tsv	PENDING	PENDING	PENDING:morphometrics-analysis-custom	PENDING	PENDING	input:abcd:cohort-campaign-runtime-extraction-and-lineage-records:PENDING	PENDING	PLANNED:config/result-specifications/accounting-result-row-lineage-table.yaml#sha256:PENDING	PLANNED:reproduce-abcd-accounting	blocked-input-identity	ABCD release, query, cohort, and authorized retrieval are unresolved; Schemas and producing campaigns do not yet exist
pilot-ds007116--derivative-t1w-1x1x5	derivative-t1w-1x1x5	pilot-only	ds007116	derivative	PLANNED:studies/ds007116/derivatives/t1w-1x1x5-attempt-001	PENDING	PENDING	PENDING:t1w-resample-1x1x5-unresolved	PENDING	PENDING	input:ds007116:raw-native-t1w:PENDING;runtime:t1w-resample-1x1x5-unresolved	PENDING	PLANNED:config/result-specifications/derivative-t1w-1x1x5.yaml#sha256:PENDING	PLANNED:run-ds007116-t1w-1x1x5	planned	ds007116 eligibility and input availability are not yet established; Resampling software, grid, orientation, interpolation, anti-aliasing, and input identity are unresolved
claim-abcd--derivative-t1w-1x1x5	derivative-t1w-1x1x5	claim-bearing	abcd	derivative	PLANNED:studies/abcd/derivatives/t1w-1x1x5-attempt-001	PENDING	PENDING	PENDING:t1w-resample-1x1x5-unresolved	PENDING	PENDING	input:abcd:raw-native-t1w:PENDING;runtime:t1w-resample-1x1x5-unresolved	PENDING	PLANNED:config/result-specifications/derivative-t1w-1x1x5.yaml#sha256:PENDING	PLANNED:run-abcd-t1w-1x1x5	blocked-input-identity	ABCD release, query, cohort, and authorized retrieval are unresolved; Resampling software, grid, orientation, interpolation, anti-aliasing, and input identity are unresolved
pilot-ds007116--derivative-reconall-fs741-native	derivative-reconall-fs741-native	pilot-only	ds007116	derivative	PLANNED:studies/ds007116/derivatives/reconall-fs741-native-attempt-001	PENDING	PENDING	PENDING:reconall-fs741-repronim-bids	PENDING	PENDING	input:ds007116:raw-native-t1w-t2w:PENDING;runtime:reconall-fs741-repronim-bids	PENDING	PLANNED:config/result-specifications/derivative-reconall-fs741-native.yaml#sha256:PENDING	PLANNED:run-ds007116-reconall-fs741-native	planned	ds007116 eligibility and input availability are not yet established; Runtime qualification and exact input identities are pending
claim-abcd--derivative-reconall-fs741-native	derivative-reconall-fs741-native	claim-bearing	abcd	derivative	PLANNED:studies/abcd/derivatives/reconall-fs741-native-attempt-001	PENDING	PENDING	PENDING:reconall-fs741-repronim-bids	PENDING	PENDING	input:abcd:raw-native-t1w-t2w:PENDING;runtime:reconall-fs741-repronim-bids	PENDING	PLANNED:config/result-specifications/derivative-reconall-fs741-native.yaml#sha256:PENDING	PLANNED:run-abcd-reconall-fs741-native	blocked-input-identity	ABCD release, query, cohort, and authorized retrieval are unresolved; Runtime qualification and exact input identities are pending
pilot-ds007116--derivative-reconall-fs820-native	derivative-reconall-fs820-native	pilot-only	ds007116	derivative	PLANNED:studies/ds007116/derivatives/reconall-fs820-native-attempt-001	PENDING	PENDING	PENDING:UNRESOLVED:reconall-fs820-qualified-BIDS-App	PENDING	PENDING	input:ds007116:raw-native-t1w-t2w:PENDING;runtime:UNRESOLVED:reconall-fs820-qualified-BIDS-App	PENDING	PLANNED:config/result-specifications/derivative-reconall-fs820-native.yaml#sha256:PENDING	PLANNED:run-ds007116-reconall-fs820-native	planned	ds007116 eligibility and input availability are not yet established; Runtime qualification and exact input identities are pending
claim-abcd--derivative-reconall-fs820-native	derivative-reconall-fs820-native	claim-bearing	abcd	derivative	PLANNED:studies/abcd/derivatives/reconall-fs820-native-attempt-001	PENDING	PENDING	PENDING:UNRESOLVED:reconall-fs820-qualified-BIDS-App	PENDING	PENDING	input:abcd:raw-native-t1w-t2w:PENDING;runtime:UNRESOLVED:reconall-fs820-qualified-BIDS-App	PENDING	PLANNED:config/result-specifications/derivative-reconall-fs820-native.yaml#sha256:PENDING	PLANNED:run-abcd-reconall-fs820-native	blocked-input-identity	ABCD release, query, cohort, and authorized retrieval are unresolved; Runtime qualification and exact input identities are pending
pilot-ds007116--derivative-racl-native	derivative-racl-native	pilot-only	ds007116	derivative	PLANNED:studies/ds007116/derivatives/racl-native-attempt-001	PENDING	PENDING	PENDING:recon-all-clinical-unresolved	PENDING	PENDING	input:ds007116:raw-native-t1w:PENDING;runtime:recon-all-clinical-unresolved	PENDING	PLANNED:config/result-specifications/derivative-racl-native.yaml#sha256:PENDING	PLANNED:run-ds007116-racl-native	planned	ds007116 eligibility and input availability are not yet established; Runtime qualification and exact input identities are pending
claim-abcd--derivative-racl-native	derivative-racl-native	claim-bearing	abcd	derivative	PLANNED:studies/abcd/derivatives/racl-native-attempt-001	PENDING	PENDING	PENDING:recon-all-clinical-unresolved	PENDING	PENDING	input:abcd:raw-native-t1w:PENDING;runtime:recon-all-clinical-unresolved	PENDING	PLANNED:config/result-specifications/derivative-racl-native.yaml#sha256:PENDING	PLANNED:run-abcd-racl-native	blocked-input-identity	ABCD release, query, cohort, and authorized retrieval are unresolved; Runtime qualification and exact input identities are pending
pilot-ds007116--derivative-racl-1x1x5	derivative-racl-1x1x5	pilot-only	ds007116	derivative	PLANNED:studies/ds007116/derivatives/racl-1x1x5-attempt-001	PENDING	PENDING	PENDING:recon-all-clinical-unresolved	PENDING	PENDING	pilot-ds007116--derivative-t1w-1x1x5;runtime:recon-all-clinical-unresolved	PENDING	PLANNED:config/result-specifications/derivative-racl-1x1x5.yaml#sha256:PENDING	PLANNED:run-ds007116-racl-1x1x5	planned	ds007116 eligibility and input availability are not yet established; Runtime qualification and exact input identities are pending
claim-abcd--derivative-racl-1x1x5	derivative-racl-1x1x5	claim-bearing	abcd	derivative	PLANNED:studies/abcd/derivatives/racl-1x1x5-attempt-001	PENDING	PENDING	PENDING:recon-all-clinical-unresolved	PENDING	PENDING	claim-abcd--derivative-t1w-1x1x5;runtime:recon-all-clinical-unresolved	PENDING	PLANNED:config/result-specifications/derivative-racl-1x1x5.yaml#sha256:PENDING	PLANNED:run-abcd-racl-1x1x5	blocked-input-identity	ABCD release, query, cohort, and authorized retrieval are unresolved; Runtime qualification and exact input identities are pending
pilot-ds007116--derivative-rany-native	derivative-rany-native	pilot-only	ds007116	derivative	PLANNED:studies/ds007116/derivatives/rany-native-attempt-001	PENDING	PENDING	PENDING:recon-any-unresolved	PENDING	PENDING	input:ds007116:raw-native-t1w:PENDING;runtime:recon-any-unresolved	PENDING	PLANNED:config/result-specifications/derivative-rany-native.yaml#sha256:PENDING	PLANNED:run-ds007116-rany-native	planned	ds007116 eligibility and input availability are not yet established; Runtime qualification and exact input identities are pending
claim-abcd--derivative-rany-native	derivative-rany-native	claim-bearing	abcd	derivative	PLANNED:studies/abcd/derivatives/rany-native-attempt-001	PENDING	PENDING	PENDING:recon-any-unresolved	PENDING	PENDING	input:abcd:raw-native-t1w:PENDING;runtime:recon-any-unresolved	PENDING	PLANNED:config/result-specifications/derivative-rany-native.yaml#sha256:PENDING	PLANNED:run-abcd-rany-native	blocked-input-identity	ABCD release, query, cohort, and authorized retrieval are unresolved; Runtime qualification and exact input identities are pending
pilot-ds007116--derivative-rany-1x1x5	derivative-rany-1x1x5	pilot-only	ds007116	derivative	PLANNED:studies/ds007116/derivatives/rany-1x1x5-attempt-001	PENDING	PENDING	PENDING:recon-any-unresolved	PENDING	PENDING	pilot-ds007116--derivative-t1w-1x1x5;runtime:recon-any-unresolved	PENDING	PLANNED:config/result-specifications/derivative-rany-1x1x5.yaml#sha256:PENDING	PLANNED:run-ds007116-rany-1x1x5	planned	ds007116 eligibility and input availability are not yet established; Runtime qualification and exact input identities are pending
claim-abcd--derivative-rany-1x1x5	derivative-rany-1x1x5	claim-bearing	abcd	derivative	PLANNED:studies/abcd/derivatives/rany-1x1x5-attempt-001	PENDING	PENDING	PENDING:recon-any-unresolved	PENDING	PENDING	claim-abcd--derivative-t1w-1x1x5;runtime:recon-any-unresolved	PENDING	PLANNED:config/result-specifications/derivative-rany-1x1x5.yaml#sha256:PENDING	PLANNED:run-abcd-rany-1x1x5	blocked-input-identity	ABCD release, query, cohort, and authorized retrieval are unresolved; Runtime qualification and exact input identities are pending
