subject_id	parent_id	subject_kind	requirement_id	level	decision	status	evidence	limitation
claim-abcd--global-racl-1x1x5-cereb-wmv-agreement-figure	results-global	planned-figure	T.2	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-cereb-wmv-agreement-figure.svg	No compatible result DataLad dataset exists
claim-abcd--global-racl-1x1x5-cereb-wmv-agreement-figure	results-global	planned-figure	T.3	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-cereb-wmv-agreement-figure.svg	No producing provenance record exists
claim-abcd--global-racl-1x1x5-cereb-wmv-agreement-figure	results-global	planned-figure	T.4-programmatic	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-cereb-wmv-agreement-figure.svg	No programmatically captured scientific run exists
claim-abcd--global-racl-1x1x5-cereb-wmv-agreement-figure	results-global	planned-figure	T.4-versions	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-cereb-wmv-agreement-figure.svg	Producing input, code, configuration, model, and runtime versions are unresolved
claim-abcd--global-racl-1x1x5-cereb-wmv-agreement-figure	results-global	planned-figure	A.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-cereb-wmv-agreement-figure.svg	Reproduction entry point is a placeholder
claim-abcd--global-racl-1x1x5-cereb-wmv-agreement-figure	results-global	planned-figure	A.2	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-cereb-wmv-agreement-figure.svg	No executable result-changing specification exists
claim-abcd--global-racl-1x1x5-cereb-wmv-agreement-figure	results-global	planned-figure	M.1	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-cereb-wmv-agreement-figure.svg	Independent result or derivative dataset boundary is absent
claim-abcd--global-racl-1x1x5-cereb-wmv-agreement-figure	results-global	planned-figure	M.3	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-cereb-wmv-agreement-figure.svg	Output licence declarations and compatibility are unresolved
claim-abcd--global-racl-1x1x5-cereb-wmv-agreement-figure	results-global	planned-figure	P.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-cereb-wmv-agreement-figure.svg	No execution exists to inspect for host state
claim-abcd--global-racl-1x1x5-cereb-wmv-agreement-figure	results-global	planned-figure	P.2	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-cereb-wmv-agreement-figure.svg	No accepted exact scientific runtime exists
claim-abcd--global-racl-1x1x5-cereb-wmv-agreement-figure	results-global	planned-figure	P.3	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-cereb-wmv-agreement-figure.svg	No producing environment identity exists
claim-abcd--global-racl-1x1x5-cereb-wmv-agreement-figure	results-global	planned-figure	E.1	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-cereb-wmv-agreement-figure.svg	No disposable scientific execution exists
claim-abcd--global-racl-1x1x5-cereb-wmv-agreement-figure	results-global	planned-figure	D.1	MUST	adopt	restricted	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-cereb-wmv-agreement-figure.svg	The family includes controlled ABCD content or is controlled itself, and authorized retrieval is not established
claim-abcd--global-racl-1x1x5-cereb-wmv-agreement-figure	results-global	planned-figure	D.2	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-cereb-wmv-agreement-figure.svg	No producing environment build exists
claim-abcd--global-racl-1x1x5-cereb-wmv-agreement-figure	results-global	planned-figure	D.3	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-cereb-wmv-agreement-figure.svg	No resolvable result licence identifier exists
pilot-ds007116--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	S.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	Manifest declaration exists but no result component bytes exist
pilot-ds007116--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	S.2	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	Result and governed input/output licence declarations are unresolved
pilot-ds007116--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	T.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No artifact, dataset commit, run record, annex key, or output hash exists
pilot-ds007116--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	T.2	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No compatible result DataLad dataset exists
pilot-ds007116--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	T.3	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No producing provenance record exists
pilot-ds007116--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	T.4-programmatic	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No programmatically captured scientific run exists
pilot-ds007116--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	T.4-versions	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	Producing input, code, configuration, model, and runtime versions are unresolved
pilot-ds007116--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	A.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	Reproduction entry point is a placeholder
pilot-ds007116--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	A.2	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No executable result-changing specification exists
pilot-ds007116--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	M.1	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	Independent result or derivative dataset boundary is absent
pilot-ds007116--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	M.3	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	Output licence declarations and compatibility are unresolved
pilot-ds007116--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	P.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No execution exists to inspect for host state
pilot-ds007116--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	P.2	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No accepted exact scientific runtime exists
pilot-ds007116--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	P.3	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No producing environment identity exists
pilot-ds007116--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	E.1	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No disposable scientific execution exists
pilot-ds007116--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	D.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No artifact exists to retrieve
pilot-ds007116--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	D.2	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No producing environment build exists
pilot-ds007116--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	D.3	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No resolvable result licence identifier exists
claim-abcd--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	S.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	Manifest declaration exists but no result component bytes exist
claim-abcd--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	S.2	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	Result and governed input/output licence declarations are unresolved
claim-abcd--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	T.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No artifact, dataset commit, run record, annex key, or output hash exists
claim-abcd--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	T.2	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No compatible result DataLad dataset exists
claim-abcd--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	T.3	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No producing provenance record exists
claim-abcd--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	T.4-programmatic	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No programmatically captured scientific run exists
claim-abcd--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	T.4-versions	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	Producing input, code, configuration, model, and runtime versions are unresolved
claim-abcd--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	A.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	Reproduction entry point is a placeholder
claim-abcd--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	A.2	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No executable result-changing specification exists
claim-abcd--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	M.1	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	Independent result or derivative dataset boundary is absent
claim-abcd--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	M.3	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	Output licence declarations and compatibility are unresolved
claim-abcd--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	P.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No execution exists to inspect for host state
claim-abcd--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	P.2	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No accepted exact scientific runtime exists
claim-abcd--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	P.3	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No producing environment identity exists
claim-abcd--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	E.1	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No disposable scientific execution exists
claim-abcd--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	D.1	MUST	adopt	restricted	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	The family includes controlled ABCD content or is controlled itself, and authorized retrieval is not established
claim-abcd--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	D.2	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No producing environment build exists
claim-abcd--global-racl-1x1x5-cereb-wmv-r2-stat	results-global	planned-statistic	D.3	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/statistics/global-racl-1x1x5-cereb-wmv-r2-stat.tsv	No resolvable result licence identifier exists
pilot-ds007116--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	S.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	Manifest declaration exists but no result component bytes exist
pilot-ds007116--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	S.2	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	Result and governed input/output licence declarations are unresolved
pilot-ds007116--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	T.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No artifact, dataset commit, run record, annex key, or output hash exists
pilot-ds007116--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	T.2	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No compatible result DataLad dataset exists
pilot-ds007116--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	T.3	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No producing provenance record exists
pilot-ds007116--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	T.4-programmatic	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No programmatically captured scientific run exists
pilot-ds007116--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	T.4-versions	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	Producing input, code, configuration, model, and runtime versions are unresolved
pilot-ds007116--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	A.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	Reproduction entry point is a placeholder
pilot-ds007116--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	A.2	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No executable result-changing specification exists
pilot-ds007116--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	M.1	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	Independent result or derivative dataset boundary is absent
pilot-ds007116--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	M.3	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	Output licence declarations and compatibility are unresolved
pilot-ds007116--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	P.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No execution exists to inspect for host state
pilot-ds007116--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	P.2	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No accepted exact scientific runtime exists
pilot-ds007116--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	P.3	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No producing environment identity exists
pilot-ds007116--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	E.1	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No disposable scientific execution exists
pilot-ds007116--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	D.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No artifact exists to retrieve
pilot-ds007116--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	D.2	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No producing environment build exists
pilot-ds007116--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	D.3	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No resolvable result licence identifier exists
claim-abcd--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	S.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	Manifest declaration exists but no result component bytes exist
claim-abcd--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	S.2	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	Result and governed input/output licence declarations are unresolved
claim-abcd--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	T.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No artifact, dataset commit, run record, annex key, or output hash exists
claim-abcd--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	T.2	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No compatible result DataLad dataset exists
claim-abcd--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	T.3	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No producing provenance record exists
claim-abcd--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	T.4-programmatic	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No programmatically captured scientific run exists
claim-abcd--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	T.4-versions	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	Producing input, code, configuration, model, and runtime versions are unresolved
claim-abcd--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	A.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	Reproduction entry point is a placeholder
claim-abcd--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	A.2	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No executable result-changing specification exists
claim-abcd--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	M.1	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	Independent result or derivative dataset boundary is absent
claim-abcd--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	M.3	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	Output licence declarations and compatibility are unresolved
claim-abcd--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	P.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No execution exists to inspect for host state
claim-abcd--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	P.2	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No accepted exact scientific runtime exists
claim-abcd--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	P.3	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No producing environment identity exists
claim-abcd--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	E.1	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No disposable scientific execution exists
claim-abcd--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	D.1	MUST	adopt	restricted	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	The family includes controlled ABCD content or is controlled itself, and authorized retrieval is not established
claim-abcd--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	D.2	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No producing environment build exists
claim-abcd--global-racl-1x1x5-age-residual-figure	results-global	planned-figure	D.3	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/abcd/derivatives/morphometrics-analysis-attempt-001/figures/global-racl-1x1x5-age-residual-figure.svg	No resolvable result licence identifier exists
pilot-ds007116--global-rany-native-cort-gmv-agreement-figure	results-global	planned-figure	S.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-rany-native-cort-gmv-agreement-figure.svg	Manifest declaration exists but no result component bytes exist
pilot-ds007116--global-rany-native-cort-gmv-agreement-figure	results-global	planned-figure	S.2	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-rany-native-cort-gmv-agreement-figure.svg	Result and governed input/output licence declarations are unresolved
pilot-ds007116--global-rany-native-cort-gmv-agreement-figure	results-global	planned-figure	T.1	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-rany-native-cort-gmv-agreement-figure.svg	No artifact, dataset commit, run record, annex key, or output hash exists
pilot-ds007116--global-rany-native-cort-gmv-agreement-figure	results-global	planned-figure	T.2	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-rany-native-cort-gmv-agreement-figure.svg	No compatible result DataLad dataset exists
pilot-ds007116--global-rany-native-cort-gmv-agreement-figure	results-global	planned-figure	T.3	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-rany-native-cort-gmv-agreement-figure.svg	No producing provenance record exists
pilot-ds007116--global-rany-native-cort-gmv-agreement-figure	results-global	planned-figure	T.4-programmatic	SHOULD	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-rany-native-cort-gmv-agreement-figure.svg	No programmatically captured scientific run exists
pilot-ds007116--global-rany-native-cort-gmv-agreement-figure	results-global	planned-figure	T.4-versions	MUST	adopt	unmet	result-manifest.tsv;PLANNED:studies/ds007116/derivatives/morphometrics-analysis-attempt-001/figures/global-rany-native-cort-gmv-agreement-figure.svg	Producing input, code, configuration, model, and runtime versions are unresolved
